URL,STATE,CATEGORY,Name of venue/attraction,Location,PHONE,WEBSITE,EMAIL,M1,M2,HS,H1,V1,OTHERINO,IMG_URL
http://www.australiaforall.com/QLD GOLD COAST  Venues.html,QLD,QLD GOLD COAST  Venues,Pacific Fair Shopping Complex,"Hooker Blvd, Broadbeach",,www.pacificfair.com.au,pacificfair@ampcapital.com,YES,YES,NO,NO,NO,"The centre is located close to the heart of the Gold Coast and has a number of facilities at its finger tips to ensure that your visit is nothing but exceptional.  Tourists with disabilities are well catered for with designated disability parking, wheelchair access ramps and accessible toilets.  If you require the use of a wheelchair, motorised scooter or pram, let us help you.  Pacific Fair has facilities to assist customers with limited mobility, including those with temporary and permanent disabilities, the aged and parents with children.",http://www.australiaforall.com/Images/QLD/Pacific Fair GIFF.gif
http://www.australiaforall.com/QLD GOLD COAST  Venues.html,QLD,QLD GOLD COAST  Venues,Australian Academy of Tai Chi & Qigong,Gold Coast,,www.disability.qld.gov.au/community/all-abilities-playground/texas.html,info@bradholmessurfcoaching.com.au,YES,YES,NO,NO,YES,"The Texas All Abilities Playground is located within 200 metres of the town centre, next to a swimming pool complex.  Playground elements include a coffee shop, flying fox with harness, climbing net and a sand and water play area modelled on the old €˜Silver Spur™ mine.  A sensory garden also boasts carefully selected plants that encourage children to use the senses of touch, smell, sight and taste.   A network of paths and surfaces allow full access to all play areas.  Other park features include fully accessible barbecues, picnic shelters and toilet facilities.  This project was funded by the Department of Community (Disability Services) and the Goondiwindi Regional Council.",http://www.australiaforall.com/Images/QLD/Skywalk Tamborine Mountain GIFF.gif
http://www.australiaforall.com/QLD GOLD COAST Restaurants.html,QLD,QLD GOLD COAST Restaurants,Sizzler,"Cnr Brisbane & Barrett Streets, Ipswich",(07) 3281 0000,www.sizzler.com.au,,YES,YES,NO,NO,NO,"Looking for somewhere fresher, tastier and easier to get together? You've come to the right place.   Welcome to Sizzler. Take a look around our web site. You'll find everything you need to know about our operation, our menu, our locations and more, right here at your fingertips. This restaurant has stepless entry and a unisex toilet   Phone: (07) 3281 0000 website: www.sizzler.com.au",http://www.australiaforall.com/Images/M1 (39 x 39).jpg
http://www.australiaforall.com/QLD GOLD COAST Restaurants.html,QLD,QLD GOLD COAST Restaurants,Lone Star Steakhouse,Lone Star Steakhouse,(07) 5526 1744,www.lonestar.com.au,,YES,YES,NO,NO,NO,"Lone Star serves high quality steaks aged for 21 days and hand-cut from Australian grain fed beef and grilled to perfection over mesquite wood which ensures a distinctive flavour!  The  menu includes  a selection of ribs, chicken and fish, all served in generous Texas size portions.   The Lone Star Steakhouse is wheelchair accessible.   Phone: (07) 5526 1744 website: www.lonestar.com.au",http://www.australiaforall.com/Images/M1 (39 x 39).jpg
http://www.australiaforall.com/QLD GOLD COAST Restaurants.html,QLD,QLD GOLD COAST Restaurants,The Shoreline Restaurant,"Sea World Drive, Main Beach",(07)  5591 0044,www.seaworldresort.myfun.com.au,,YES,YES,NO,NO,NO,"The Shoreline Restaurant is open every day.  Enjoy all you can eat buffet breakfast and dinner featuring a vast selection of tasty dishes.  Evening buffets present a different theme each night with the famous €œHooked on Seafood€ù buffet  on Friday, Saturday and Sunday nights.  The restaurant is fully accessible and has an accessible toilet attached to it. Phone: (07)  5591 0044 website:  www.seaworldresort.myfun.com.au",http://www.australiaforall.com/Images/M1 (39 x 39).jpg
http://www.australiaforall.com/QLD GOLD COAST Tours.html,QLD,QLD GOLD COAST Tours,MAIN BEACH,MAIN BEACH,(07) 5588 2500,www.sydneyoperahouse.com/sections/about_the_house/transport_access/>,info@mainbeachtravel.com.au,YES,YES,NO,YES,YES,"Main Beach Travel is part of the Wheelie Good Cruises Group.  It specialises in arranging cruises for people with disabilities.  Contact Main Beach Travel to arrange a cruise package that suits your specific needs and preferences and most importantly, they will provide you with memories that will stay with you forever.  Main Beach Travel has been a member of Virtuoso since 2009, the travel industry's leading luxury network, with only 1% of all travel agencies world-wide invited to join.       Phone: (07) 5588 2500       e-mail: info@mainbeachtravel.com.au   website: www.mainbeachtravel.com.au",http://www.australiaforall.com/Images/logo.jpg
http://www.australiaforall.com/QLD GOLD COAST Tours.html,QLD,QLD GOLD COAST Tours,LAVERDALE,LAVERDALE,0402 809 272,www.sydneyoperahouse.com/sections/about_the_house/transport_access/>,info@mainbeachtravel.com.au,YES,YES,NO,YES,YES,"AccessAbility is part of the Wheelie Good Cruises Group.  For people with a disability, travel can still be one of life™s greatest experiences. If in the past you have not travelled because it has all been too hard to organise, now you can leave it all up to us at AccessAbility Travel.       Phone: 0402 809 272    e-mail: anne@accessabilitytravel.com.au",http://www.australiaforall.com/Images/logo.jpg
http://www.australiaforall.com/QLD SUNSHINE COAST  Hotel.html,QLD,QLD SUNSHINE COAST  Hotel,CALOUNDRA,Belaire Place Holiday Apartments,(07) 5491 8688,www.belaireplace.com,,YES,YES,NO,NO,NO,"Located at 34 Minchinton Street, Belaire Place  offers  fully  self-contained  apartment   accommodation   in  Caloundra   on  the Sunshine Coast. There  is  one  purpose  built  apartment  for people with disabilities.  Relax and enjoy water views sweeping from the Glasshouse Mts, down the Pumicestone Passage and out to sea.   Phone: (07) 5491 8688 website: http://www.belaireplace.com",http://www.australiaforall.com/Images/M1 (39 x 39).jpg
http://www.australiaforall.com/QLD SUNSHINE COAST  Hotel.html,QLD,QLD SUNSHINE COAST  Hotel,NOOSA HEADS,16 Hasting St.,07 5449 4888,www.starwoodhotels.com/sheraton,noosa.reservations@sheraton.com,YES,YES,NO,NO,NO,"This is the perfect Sunshine Coast escape and the only five-star resort in Noosa where you can explore the unforgettable beachside experiences. Perfectly positioned the Sheraton Noosa Resort & Spar is surrounded by famous Main Beach, the Noosa River, Hastings Street and Noosa National Park, and the ideal location allows you to shop, swim, pamper or dine at any time.  The Sheraton Noosa Resort & Spa has 2 rooms which are accessible for people with mobility aids. Phone: 07 5449 4888 e-mail: noosa.reservations@sheraton.com website: http://www.starwoodhotels.com/sheraton",http://www.australiaforall.com/Images/QLD/Sheraton Noosa Resorts GIFF.gif
http://www.australiaforall.com/QLD SUNSHINE COAST  Hotel.html,QLD,QLD SUNSHINE COAST  Hotel,PELICAN WATERS,PELICAN WATERS,toll free:  1800 001 036,www.crowneplazapelicanwaters.com.au/,reception@crowneplazapelicanwaters.com.au,YES,YES,NO,NO,NO,"Crowne Plaza Pelican Waters Golf Resort & Spa is situated just 90 minutes drive from Brisbane International & Domestic Airports, 40 minutes from Sunshine Coast Airport and only minutes from the Sunshine Coast beaches.  The hotel has 114 rooms, including 7 which are accessible for tourists with disabilities. Phone: Toll Free:  1800 001 036 e-mail: reception@crowneplazapelicanwaters.com.au website: http://www.crowneplazapelicanwaters.com.au/",http://www.australiaforall.com/Images/QLD/Regatta Riverfront Apartments  Noosa GIFF.gif
http://www.australiaforall.com/QLD SUNSHINE COAST  Bed and Breakfast.html,QLD,QLD SUNSHINE COAST  Bed and Breakfast,AMAMOOR,Amamoor Lodge B & B 368 Kandanga Amamoor Rd,+61 (07) 5484 3500,www.amamoorlodge.com,,YES,YES,NO,NO,NO,"Nestled on 50 acres in the picturesque Mary Valley, an easy 1.5 hours drive north of Brisbane, Amamoor Lodge B&B offers the ideal rural retreat for total relaxation.  The  Grevillea  Room  has facilities suitable for guests with disabilities with both  a  queen and single bed.  Amamoor Lodge is uniquely situated   with  an abundance of wildlife.   Phone: +61 (07) 5484 3500 website: www.amamoorlodge.com",http://www.australiaforall.com/Images/QLD/Amamoor GIFF.gif
http://www.australiaforall.com/QLD SUNSHINE COAST  Bed and Breakfast.html,QLD,QLD SUNSHINE COAST  Bed and Breakfast,MALENY,Maleny Cabins 383 Curramore Road,phone:(07) 5435 8300,www.malenycabins.com.au,,YES,YES,NO,NO,NO,Award winning Curramore Country Cabins is nestled  on  top of the Blackall Range only 10 minutes to beautiful Maleny.   Just  a 30-minute drive to the coast and 20 minutes from Australia Zoo.  There are two purpose built accessible  cabins  which  give  the choice of either left or right hand toilet transfer.   Please contact reception before arriving for complete directions.    Phone:(07) 5435 8300 website: www.malenycabins.com.au,http://www.australiaforall.com/Images/QLD/Curramore GIFF.gif
http://www.australiaforall.com/QLD SUNSHINE COAST  Bed and Breakfast.html,QLD,QLD SUNSHINE COAST  Bed and Breakfast,MALENY Braeside B & B 305 Maleny,Stanley River Road,(07) 5494 3542,www.braesidebnb.com.au,,YES,YES,NO,NO,NO,"Braeside  Bed  and  Breakfast  is  nestled in  Maleny -  a tranquil, rural  town  on   the   southern  fringe  of   the  Blackall   Ranges, overlooking   the   Glasshouse   Mountains.    There   is    private accommodation  for  couples  consisting of  four  guest   rooms, each   with   ensuite,   including one  room  suitable  for   guests  with disabilities.    Phone: (07) 5494 3542 website: www.braesidebnb.com.au",http://www.australiaforall.com/Images/QLD/Braeside B & B GIFF.gif
http://www.australiaforall.com/QLD SUNSHINE COAST  Bed and Breakfast.html,QLD,QLD SUNSHINE COAST  Bed and Breakfast,"MALENY Lyola Pavillions in the Forest, 198 Policeman Spur Rd.","MALENY Lyola Pavillions in the Forest, 198 Policeman Spur Rd.",+61 7 5429 6900,www.lyola.com.au/hide.htm,stay@lyola.com.au,YES,YES,NO,NO,NO,"Lyola Pavillions In The Forest offers luxury self-contained accommodation.  It is located on the outskirts of Maleny nestled amidst rainforest and enjoying spectacular views.   There are  two secluded pavilions, fondly referred to as Hide and Seek.  The €˜Seek™  pavilion is accessible to guests with disabilities and is easily accessed via an elevated  boardwalk from the car park Phone: +61 7 5429 6900 e-mail: stay@lyola.com.au website: http://www.lyola.com.au",http://www.australiaforall.com/Images/QLD/Lyola Pavillions in the Forest GIFF.gif
http://www.australiaforall.com/QLD SUNSHINE COAST  Bed and Breakfast.html,QLD,QLD SUNSHINE COAST  Bed and Breakfast,MOUNT BYRON,MOUNT BYRON,+61 7 5426 0167,www.hollowlogcountryretreat.com,thehollowlog@bigpond.com,YES,YES,NO,NO,NO,"The Hollow Log Country Retreat is situated in the secluded valley of Mount Byron, close to Lakes Somerset and Wivenhoe and just over an hour's scenic drive from Brisbane. There is 1 wheelchair accessible room.  This 'gentle bush haven' can accommodate groups or families of up to 12 people in its four comfortable bedrooms and large, unique living area.  Set amongst beautiful native gardens and natural bushland it is the ideal country getaway for complete relaxation. The kitchen has been designed for wheelchair users use. Phone: +61 7 5426 0167 e-mail: thehollowlog@bigpond.com website: http://www.hollowlogcountryretreat.com",http://www.australiaforall.com/Images/QLD/The Hollow Log Country Retreat  GIFF.gif
http://www.australiaforall.com/QLD SUNSHINE COAST  Bed and Breakfast.html,QLD,QLD SUNSHINE COAST  Bed and Breakfast,POMONA,POMONA,5485 0998,www.qsss.com.au/,homestay@qsss.com.au,YES,YES,YES,NO,NO,"Situated on secluded acreage on the Sunshine Coast, with 3 accessible bedrooms and separate carer quarters.  Two rooms share a wheelchair accessible bathroom/shower and one room has an en-suite. A hoist and shower chair is available if required.   QSSS Homestay is the ideal getaway for the wheelchair traveller or for people requiring a break. The Homestay has  a massive outdoor covered area with covered access from the home, a pool and a spa, both have hoist access using slings or a seat. All of QSSS Homestay™s guest bedrooms come with air conditioning, Foxtel, and iPod/iPhone docking facilities.  QSSS Homestay Pomona is approximately a 5 Km drive from the centre of the Pomona township; the homestay has  an accessible van available to drive into town or any of the nearby attractions, or markets. Phone: 5485 0998 e-mail: homestay@qsss.com.au website: www.qsss.com.au",http://www.australiaforall.com/Images/QLD/QSSS HOMESTAY  GIFF.gif
http://www.australiaforall.com/QLD SUNSHINE COAST Holiday Parks.html,QLD,QLD SUNSHINE COAST Holiday Parks,Novotel Twin Waters Resort ,Ocean Drive Twin Waters,1800 072 277,www.accorhotels.com.au/1644,h1644@accor.com,YES,NO,NO,NO,NO,"Novotel Twin Waters is  located   on   Queensland's   SunshineCoast, close to the airport.   Located on one of the  Coast's  most magnificent beaches, the  360 rooms  include  3 for  people  with disabilities.  The resorts   set  amidst  lush  tropical  gardens  and surrounds its own private lagoon.  The  Resort features a variety of   dining  options  and  like   the  rest  of  the  resort,  the  dining experience is relaxed and refreshing Phone: 1800 072 277 e-mail: h1644@accor.com website: http://www.accorhotels.com.au/1644",http://www.australiaforall.com/Images/QLD/Novotel Twin Waters GIFF.gif
http://www.australiaforall.com/QLD SUNSHINE COAST  Venues.html,QLD,QLD SUNSHINE COAST  Venues,Australia Zoo 5Klms from Landsborough,Australia Zoo 5Klms from Landsborough,(07) 5436 2000,www.mildura-deakin.com.au,,YES,YES,NO,NO,NO, Australia Zoo  5Klms from Landsborough CRITERIA     Visiting this world  famous  unique  facility  is a  must if   you  are travelling  through  or  visiting  this  area.   This  zoo  complex  is wheelchair accessible and  has  seven  unisex  toilets  scattered around the viewing areas. Hire of scooters and  wheelchairs are also available.      Phone:    (07)  5436 2000                    website:   www.australiazoo.com.au,http://www.australiaforall.com/Images/QLD/Australia zoo GIFF.gif
